candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
KANAK CHANDRA BARO,http://myneta.info/assam2006/candidate.php?candidate_id=4,Bhabanipur,IND,0,10th Pass,257000,0,257000,41,GEN,NA,NA,,false,false,Male,,,,,
KARENDRA BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=251,Majbat,IND,0,Graduate,1878424,0,1878424,70,GEN,NA,NA,,false,false,Male,,,,,
KARTIK SENA SINHA,http://myneta.info/assam2006/candidate.php?candidate_id=143,Patharkandi,BJP,0,12th Pass,53014268,13625600,39388668,2,GEN,NA,NA,,true,false,Male,,,,,
KESHAB MAHANTA,http://myneta.info/assam2006/candidate.php?candidate_id=181,Kaliabor,AGP,0,Post Graduate,4917390,250382,4667008,89,GEN,NA,NA,,true,false,Male,,,,,
KESHARAM BORA,http://myneta.info/assam2006/candidate.php?candidate_id=160,Bihpuria,AGP,0,Graduate,1051180,0,1051180,109,GEN,NA,NA,,false,false,Male,,,,,
KETAKI PRASAD DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=146,Karimganj North,INC,0,Graduate,1042922,0,1042922,3,GEN,NA,NA,,false,false,Male,,,,,
KHOR SING ENGTI,http://myneta.info/assam2006/candidate.php?candidate_id=135,Howraghat,INC,0,Graduate,1470191,0,1470191,18,ST,NA,NA,,false,false,Male,,,,,
KULA DAS,http://myneta.info/assam2006/candidate.php?candidate_id=108,Titabar,CPI,0,Graduate,281,0,281,100,GEN,NA,NA,,false,false,Male,,,,,
KUSHAL DOWARI,http://myneta.info/assam2006/candidate.php?candidate_id=217,Thowra,IND,6,10th Pass,14318000,928044,13389956,107,GEN,NA,NA,,true,true,Male,,,,,
KUTUB AHMED MAZUMDER,http://myneta.info/assam2006/candidate.php?candidate_id=27,Sonai,INC,0,Graduate,186000,0,186000,10,GEN,NA,NA,,false,false,Male,,,,,
LAKHESWAR MORAN,http://myneta.info/assam2006/candidate.php?candidate_id=242,Margherita,AGP,0,5th Pass,1095464,374280,721184,124,GEN,NA,NA,,false,false,Male,,,,,
LIAKAT ALI KHAN,http://myneta.info/assam2006/candidate.php?candidate_id=15,Chenga,AGP,0,Graduate,787300,55000,732300,47,GEN,NA,NA,,false,false,Male,,,,,
LOUIS ISLARY,http://myneta.info/assam2006/candidate.php?candidate_id=158,Sidli,IND,0,Post Graduate,377216,0,377216,31,ST,NA,NA,,true,false,Male,,,,,
MADAN KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=200,Nalbari,INC,0,Graduate,5115533,344000,4771533,59,GEN,NA,NA,,true,false,Male,,,,,
MAHESH KUMAR DOLEY,http://myneta.info/assam2006/candidate.php?candidate_id=166,Dhakuakhana,AGP,0,Graduate,85117,0,85117,112,ST,NA,NA,,false,false,Male,,,,,
MAHESWAR BARO,http://myneta.info/assam2006/candidate.php?candidate_id=39,Kalaigaon,IND,1,12th Pass,65000,0,65000,65,GEN,NA,NA,,false,false,Male,,,,,
MAJENDRA NARZARY,http://myneta.info/assam2006/candidate.php?candidate_id=152,Gossaigaon,IND,0,Graduate,839162,25167,813995,28,GEN,NA,NA,,false,false,Male,,,,,
MAMONI BORA,http://myneta.info/assam2006/candidate.php?candidate_id=192,Batadroba,AGP,1,Graduate,855000,50000,805000,84,GEN,NA,NA,,false,false,Female,,,,,
MANESWAR BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=205,Barama,IND,0,Graduate,265944,0,265944,62,ST,NA,NA,,true,false,Male,,,,,
MANORANJAN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=6,Patacharkuchi,BJP,0,Post Graduate,3462525,126003,3336522,42,GEN,NA,NA,,true,false,Male,,,,,
MATILAL RAY,http://myneta.info/assam2006/candidate.php?candidate_id=142,Ratabari,AUDF,0,12th Pass,50000,0,50000,1,SC,NA,NA,,false,false,Male,,,,,
MAYA CHAKRABORTY,http://myneta.info/assam2006/candidate.php?candidate_id=196,Lumding,INC,0,Graduate,3377080,0,3377080,92,GEN,NA,NA,,true,false,Female,,,,,
MAZIBUR RAHMAN,http://myneta.info/assam2006/candidate.php?candidate_id=46,Dalgaon,AUDF,0,Graduate Professional,554677,0,554677,68,GEN,NA,NA,,false,false,Male,,,,,
MEMBAR GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=111,Teok,INC,0,Graduate Professional,3018000,270860,2747140,102,GEN,NA,NA,,true,false,Male,,,,,
MISBAUL ISLAM LASKAR,http://myneta.info/assam2006/candidate.php?candidate_id=36,Barkhola,INC,0,Graduate Professional,11563897,0,11563897,14,GEN,NA,NA,,true,false,Male,,,,,
MISSION RANJAN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=145,Karimganj North,BJP,0,Graduate Professional,371900,150000,221900,3,GEN,NA,NA,,false,false,Male,,,,,
MOBARAK ALI PATHAN,http://myneta.info/assam2006/candidate.php?candidate_id=193,Dhing,AUDF,0,10th Pass,2008063,0,2008063,83,GEN,NA,NA,,true,false,Male,,,,,
MOHIBUL HAQUE,http://myneta.info/assam2006/candidate.php?candidate_id=57,Gauripur,IND,0,Post Graduate,807000,0,807000,24,GEN,NA,NA,,true,false,Male,,,,,
MOZIBOR RAHMAN KHAN,http://myneta.info/assam2006/candidate.php?candidate_id=10,Jania,AUDF,0,Graduate,120000,0,120000,44,GEN,NA,NA,,false,false,Male,,,,,
MRITYUNJOY CHAKRAVORTY,http://myneta.info/assam2006/candidate.php?candidate_id=96,Hailakandi,BJP,0,Graduate,159000,0,159000,6,GEN,NA,NA,,false,false,Male,,,,,
MUKUNDA RAM CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=40,Kalaigaon,AGP,0,Graduate Professional,6188340,1082,6187258,65,GEN,NA,NA,,true,false,Male,,,,,
MUNIN MAHANTA,http://myneta.info/assam2006/candidate.php?candidate_id=170,Marigaon,CPI,0,Graduate,659788,0,659788,80,GEN,NA,NA,,true,false,Male,,,,,
NAGEN GOWALA,http://myneta.info/assam2006/candidate.php?candidate_id=234,Behali,INC,0,Graduate,179000,0,179000,77,GEN,NA,NA,,false,false,Male,,,,,
NAZIBUL UMAR,http://myneta.info/assam2006/candidate.php?candidate_id=56,Dhubri,INC,0,10th Pass,2329094,0,2329094,23,GEN,NA,NA,,true,false,Male,,,,,
NILAKSHI TALUKDAR,http://myneta.info/assam2006/candidate.php?candidate_id=132,Gauhati West,INC,0,10th Pass,4058319,0,4058319,54,GEN,NA,NA,,true,false,Female,,,,,
NILAMANI SEN DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=204,Dharmapur,INC,0,Graduate Professional,4712501,0,4712501,61,GEN,NA,NA,,true,false,Male,,,,,
NURJAMAL SARKAR,http://myneta.info/assam2006/candidate.php?candidate_id=232,Biswanath,INC,0,Post Graduate,2668828,408247,2260581,76,GEN,NA,NA,,true,false,Male,,,,,
NURUL HUSSAIN,http://myneta.info/assam2006/candidate.php?candidate_id=119,Hajo,AGP,0,Graduate Professional,1081956,200000,881956,55,GEN,NA,NA,,true,false,Male,,,,,
PADMA HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=229,Sootea,AGP,0,12th Pass,6219307,183977,6035330,75,GEN,NA,NA,,true,false,Male,,,,,
PADMA MAIBANGSA,http://myneta.info/assam2006/candidate.php?candidate_id=138,Diphu,IND,1,Graduate,454956,0,454956,19,ST,NA,NA,,false,true,Male,,,,,
PADMESWAR DOLEY,http://myneta.info/assam2006/candidate.php?candidate_id=106,Majuli,IND,1,Graduate,176319,0,176319,99,ST,NA,NA,,false,false,Male,,,,,
PADUM BAHADUR CHAUHAN,http://myneta.info/assam2006/candidate.php?candidate_id=198,Tamulpur,AGP,0,Post Graduate,531278,0,531278,58,GEN,NA,NA,,false,false,Male,,,,,
PANIRAM RABHA,http://myneta.info/assam2006/candidate.php?candidate_id=206,Barama,INC,0,Graduate,1765294,309763,1455531,62,ST,NA,NA,,true,false,Male,,,,,
PARAG JYOTI BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=66,Moran,AGP,0,Graduate,154000,0,154000,115,GEN,NA,NA,,true,false,Male,,,,,
PARAMANANDA SONOWAL,http://myneta.info/assam2006/candidate.php?candidate_id=48,Dhemaji,AGP,0,Post Graduate,334446,0,334446,113,ST,NA,NA,,true,false,Male,,,,,
PARAMESWAR BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=153,Kokrajhar West,IND,0,Post Graduate,3745112,0,3745112,29,ST,NA,NA,,true,false,Male,,,,,
PARIMAL SUKLABAIDYA,http://myneta.info/assam2006/candidate.php?candidate_id=29,Dholai,BJP,0,Graduate,264500,225000,39500,11,SC,NA,NA,,false,false,Male,,,,,
PHANI BHUSAN CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=17,Bongaigaon,AGP,0,Graduate,3699749,266640,3433109,32,GEN,NA,NA,,true,false,Male,,,,,
PRABIN HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=231,Biswanath,AGP,0,Graduate,2401662,168516,2233146,76,GEN,NA,NA,,true,false,Male,,,,,
PRADAN BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=50,Jonai,INC,0,10th Pass,807758,789958,17800,114,ST,NA,NA,,false,false,Male,,,,,
PRADIP BURAGOHAIN,http://myneta.info/assam2006/candidate.php?candidate_id=76,Naharkatia,IND,0,12th Pass,9736826,241500,9495326,120,GEN,NA,NA,,true,false,Male,,,,,
PRADIP PAUL,http://myneta.info/assam2006/candidate.php?candidate_id=38,Katigora,INC,0,12th Pass,799000,400000,399000,15,GEN,NA,NA,,true,false,Male,,,,,
PRADYUT BORDOLOI,http://myneta.info/assam2006/candidate.php?candidate_id=241,Margherita,INC,0,Post Graduate,6884817,1810056,5074761,124,GEN,NA,NA,,true,false,Male,,,,,
PRAFULLA KUMAR MAHANTA,http://myneta.info/assam2006/candidate.php?candidate_id=185,Barhampur,Asom Gana Parishad Pragtisheel,0,Graduate Professional,21076629,229966,20846663,87,GEN,NA,NA,,true,false,Male,,,,,
PRAKANTA WARISA,http://myneta.info/assam2006/candidate.php?candidate_id=174,Haflong,Autonomous State Demand Committee,1,Post Graduate,300975,0,300975,16,ST,NA,NA,,false,false,Male,,,,,
PRANAB GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=219,Sibsagar,INC,0,Graduate Professional,5879078,275036,5604042,108,GEN,NA,NA,,true,false,Male,,,,,
PRANAB KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=117,Palasbari,IND,0,Post Graduate,2196582,0,2196582,50,GEN,NA,NA,,true,false,Male,,,,,
PRANABJIT CHALIHA (ROMU),http://myneta.info/assam2006/candidate.php?candidate_id=220,Sibsagar,IND,0,Graduate,2165343,189787,1975556,108,GEN,NA,NA,,false,false,Male,,,,,
PRANATI PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=75,Naharkatia,INC,0,Graduate,2169203,439316,1729887,120,GEN,NA,NA,,true,false,Female,,,,,
PRANESWAR BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=230,Sootea,INC,0,Graduate,288078,270870,17208,75,GEN,NA,NA,,false,false,Male,,,,,
PRASANTA KUMAR BARUA,http://myneta.info/assam2006/candidate.php?candidate_id=63,Bilasipara East,AGP,0,10th Pass,1874383,251000,1623383,27,GEN,NA,NA,,false,false,Male,,,,,
PRASANTA PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=67,Dibrugarh,BJP,0,10th Pass,3422259,353858,3068401,116,GEN,NA,NA,,true,false,Male,,,,,
PREMANANDA DAS,http://myneta.info/assam2006/candidate.php?candidate_id=168,Jagiroad,AGP,0,Graduate Professional,227000,0,227000,79,SC,NA,NA,,false,false,Male,,,,,
PRITHIBI MAHJI,http://myneta.info/assam2006/candidate.php?candidate_id=69,Lahowal,INC,0,Graduate Professional,1935719,1650000,285719,117,GEN,NA,NA,,true,false,Male,,,,,
PROBIN GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=93,Khumtai,AGP,0,Graduate,437000,0,437000,96,GEN,NA,NA,,false,false,Male,,,,,
PRODIP HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=209,Amguri,AGP,1,Post Graduate,2322576,401928,1920648,103,GEN,NA,NA,,false,true,Male,,,,,
PROMILA RANI BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=155,Kokrajhar East,IND,0,Graduate,2134689,0,2134689,30,ST,NA,NA,,false,false,Female,,,,,
PULAKESH BARUA,http://myneta.info/assam2006/candidate.php?candidate_id=202,Barkhetry,TNGP,0,Graduate Professional,3002782,189124,2813658,60,GEN,NA,NA,,true,false,Male,,,,,
PUSPA DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=126,Jalukbari,AGP,0,Graduate,8940245,1467000,7473245,51,GEN,NA,NA,,true,false,Male,,,,,
PUTUL SONOWAL,http://myneta.info/assam2006/candidate.php?candidate_id=72,Duliajan,AGP,0,12th Pass,950000,0,950000,118,GEN,NA,NA,,false,false,Male,,,,,
RABI KUMAR PHANGCHO,http://myneta.info/assam2006/candidate.php?candidate_id=136,Howraghat,CPM,0,10th Pass,1357956,0,1357956,18,ST,NA,NA,,false,false,Male,,,,,
RABIN BANIKYA,http://myneta.info/assam2006/candidate.php?candidate_id=23,Abhayapuri South,AGP,0,Graduate,644130,211000,433130,35,SC,NA,NA,,false,false,Male,,,,,
RABIRAM NARZARY,http://myneta.info/assam2006/candidate.php?candidate_id=156,Kokrajhar East,IND,0,Graduate,69955,0,69955,30,ST,NA,NA,,false,false,Male,,,,,
RAJENDRA PRASAD SINGH,http://myneta.info/assam2006/candidate.php?candidate_id=237,Tinsukia,INC,0,Graduate,3772011,0,3772011,122,GEN,NA,NA,,true,false,Male,,,,,
RAJIB LOCHAN PEGU,http://myneta.info/assam2006/candidate.php?candidate_id=105,Majuli,INC,0,Post Graduate,2949287,816696,2132591,99,ST,NA,NA,,true,false,Male,,,,,
RAJU SAHU,http://myneta.info/assam2006/candidate.php?candidate_id=77,Chabua,INC,0,12th Pass,981919,243371,738548,121,GEN,NA,NA,,true,false,Male,,,,,
RAMEN DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=130,Gauhati East,BJP,0,Graduate,3077965,0,3077965,53,GEN,NA,NA,,true,false,Male,,,,,
RAMENDRA NARAYAN KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=131,Gauhati West,AGP,0,Graduate Professional,5375378,363636,5011742,54,GEN,NA,NA,,true,false,Male,,,,,
RAMESWAR DHANOWAR,http://myneta.info/assam2006/candidate.php?candidate_id=239,Digboi,INC,0,Graduate,1973632,0,1973632,123,GEN,NA,NA,,true,false,Male,,,,,
RAMESWAR TELI,http://myneta.info/assam2006/candidate.php?candidate_id=71,Duliajan,BJP,0,10th Pass,30000,0,30000,118,GEN,NA,NA,,true,false,Male,,,,,
RANA GOSWAMI,http://myneta.info/assam2006/candidate.php?candidate_id=103,Jorhat,INC,0,Graduate,3322000,191000,3131000,98,GEN,NA,NA,,true,false,Male,,,,,
RANJIT DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=233,Behali,BJP,0,12th Pass,2718160,0,2718160,77,GEN,NA,NA,,true,false,Male,,,,,
RASUL HOQUE,http://myneta.info/assam2006/candidate.php?candidate_id=55,Dhubri,AUDF,1,10th Pass,1012224,0,1012224,23,GEN,NA,NA,,true,true,Male,,,,,
REENA SINGH,http://myneta.info/assam2006/candidate.php?candidate_id=34,Lakhipur,BJP,0,Post Graduate,1920000,130220,1789780,13,GEN,NA,NA,,true,false,Female,,,,,
REKIBUDDIN AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=116,Chaygaon,INC,0,12th Pass,2140904,628800,1512104,49,GEN,NA,NA,,true,false,Male,,,,,
RENUPAMA RAJKHOWA,http://myneta.info/assam2006/candidate.php?candidate_id=112,Teok,AGP,0,12th Pass,2069262,131277,1937985,102,GEN,NA,NA,,true,false,Female,,,,,
RIHON DAIMARI,http://myneta.info/assam2006/candidate.php?candidate_id=249,Udalguri,IND,0,Graduate,800000,270870,529130,69,ST,NA,NA,,true,false,Male,,,,,
RIPUN BORA,http://myneta.info/assam2006/candidate.php?candidate_id=235,Gohpur,INC,0,Post Graduate,11012073,283000,10729073,78,GEN,NA,NA,,true,false,Male,,,,,
ROCKYBUL  HUSSAIN,http://myneta.info/assam2006/candidate.php?candidate_id=183,Samaguri,INC,0,Graduate,7711850,2983795,4728055,88,GEN,NA,NA,,true,false,Male,,,,,
RUMI NATH,http://myneta.info/assam2006/candidate.php?candidate_id=35,Barkhola,BJP,0,Graduate Professional,58000,0,58000,14,GEN,NA,NA,,true,false,Female,,,,,
RUPJYOTI KURMI,http://myneta.info/assam2006/candidate.php?candidate_id=109,Mariani,INC,0,12th Pass,2313812,183517,2130295,101,GEN,NA,NA,,true,false,Male,,,,,
SAHIDUL ALAM CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=100,Algapur,Asom Gana Parishad Pragtisheel,3,10th Pass,6690562,0,6690562,8,GEN,NA,NA,,true,false,Male,,,,,
SAMBHU SING MALLAH,http://myneta.info/assam2006/candidate.php?candidate_id=141,Ratabari,BJP,0,10th Pass,55900,140000,-84100,1,SC,NA,NA,,false,false,Male,,,,,
SAMSUL HOQUE,http://myneta.info/assam2006/candidate.php?candidate_id=2,Sorbhog,INC,0,Graduate,2307178,379000,1928178,40,GEN,NA,NA,,false,false,Male,,,,,
SANJAY RAJ SUBBA,http://myneta.info/assam2006/candidate.php?candidate_id=161,Naoboicha,IND,0,8th Pass,19817218,8182057,11635161,110,GEN,NA,NA,,true,false,Male,,,,,
SANJOY MARANDI,http://myneta.info/assam2006/candidate.php?candidate_id=151,Gossaigaon,IND,0,Graduate,95766,0,95766,28,GEN,NA,NA,,false,false,Male,,,,,
SARAT BORKATAKY,http://myneta.info/assam2006/candidate.php?candidate_id=215,Sonari,INC,0,Graduate Professional,10374020,0,10374020,106,GEN,NA,NA,,true,false,Male,,,,,
SARAT SAIKIA,http://myneta.info/assam2006/candidate.php?candidate_id=213,Mahmara,INC,0,Graduate,5499930,0,5499930,105,GEN,NA,NA,,true,false,Male,,,,,
SATYA NATH BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=222,Dhekiajuli,IND,0,10th Pass,20000,0,20000,71,GEN,NA,NA,,false,false,Male,,,,,
SHEIKH A. HAMID,http://myneta.info/assam2006/candidate.php?candidate_id=12,Baghbar,AGP,1,Post Graduate,1185000,231680,953320,45,GEN,NA,NA,,true,true,Male,,,,,
SIBA BODRA,http://myneta.info/assam2006/candidate.php?candidate_id=218,Thowra,BJP,0,Graduate,219145,0,219145,107,GEN,NA,NA,,false,false,Male,,,,,
SIDDEQUE AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=147,Karimganj South,IND,2,10th Pass,1866400,0,1866400,4,GEN,NA,NA,,false,true,Male,,,,,
SIMANCHAL DIGAL,http://myneta.info/assam2006/candidate.php?candidate_id=182,Kaliabor,INC,0,Graduate,891000,40000,851000,89,GEN,NA,NA,,false,false,Male,,,,,
SIPRA GOON,http://myneta.info/assam2006/candidate.php?candidate_id=148,Karimganj South,BJP,0,Graduate,250510,60000,190510,4,GEN,NA,NA,,false,false,Female,,,,,
SIRAJ UDDIN AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=64,Bilasipara East,INC,0,Graduate,378426,0,378426,27,GEN,NA,NA,,false,false,Male,,,,,
SUKUR ALI AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=16,Chenga,INC,0,12th Pass,83000,189668,-106668,47,GEN,NA,NA,,false,false,Male,,,,,
SULTAN SADIK,http://myneta.info/assam2006/candidate.php?candidate_id=162,Naoboicha,INC,0,12th Pass,1738000,0,1738000,110,GEN,NA,NA,,false,false,Male,,,,,
SUMITRA PATIR,http://myneta.info/assam2006/candidate.php?candidate_id=47,Dhemaji,INC,0,Post Graduate,950000,0,950000,113,ST,NA,NA,,true,false,Female,,,,,
SUREN PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=240,Digboi,AGP,0,10th Pass,538030,271617,266413,123,GEN,NA,NA,,true,false,Male,,,,,
SUSHIL DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=195,Lumding,BJP,0,10th Pass,171508,0,171508,92,GEN,NA,NA,,true,false,Male,,,,,
SUSHIL KUJUR,http://myneta.info/assam2006/candidate.php?candidate_id=216,Sonari,AGP,0,Graduate,0,0,0,106,GEN,NA,NA,,false,false,Male,,,,,
SUSHILA HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=101,Dergaon,AGP,0,12th Pass,2220703,384285,1836418,97,SC,NA,NA,,true,false,Female,,,,,
TANKA BAHADUR RAI,http://myneta.info/assam2006/candidate.php?candidate_id=223,Barchalla,INC,0,Post Graduate,522227,270870,251357,72,GEN,NA,NA,,false,false,Male,,,,,
TARA PRASAD DAS,http://myneta.info/assam2006/candidate.php?candidate_id=13,Sarukhetri,IND,0,Graduate Professional,11488579,309395,11179184,46,GEN,NA,NA,,true,false,Male,,,,,
TARUN GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=107,Titabar,INC,0,Graduate Professional,9023616,600000,8423616,100,GEN,NA,NA,,true,false,Male,,,,,
TEROSH GOWALLA,http://myneta.info/assam2006/candidate.php?candidate_id=70,Lahowal,AGP,0,Graduate,79000,0,79000,117,GEN,NA,NA,,false,false,Male,,,,,
THANESWAR BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=207,Chapaguri,IND,0,12th Pass,187594,0,187594,63,ST,NA,NA,,false,false,Male,,,,,
TIJEN BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=208,Chapaguri,IND,0,Graduate,1335047,266704,1068343,63,ST,NA,NA,,true,false,Male,,,,,
TULSI KUJUR,http://myneta.info/assam2006/candidate.php?candidate_id=248,Panery,INC,0,12th Pass,372000,0,372000,64,GEN,NA,NA,,true,false,Male,,,,,
UDDHAB BARMAN,http://myneta.info/assam2006/candidate.php?candidate_id=1,Sorbhog,CPM,0,Graduate Professional,13009,0,13009,40,GEN,NA,NA,,false,false,Male,,,,,
UTPAL DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=164,Lakhimpur,Asom Gana Parishad Pragtisheel,0,Graduate,4119210,0,4119210,111,GEN,NA,NA,,true,false,Male,,,,,
UTTARA KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=121,Kamalpur,INC,0,10th Pass,2400101,0,2400101,56,GEN,NA,NA,,false,false,Female,,,,,
WAZED ALI CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=54,Salmara South,INC,0,Graduate,3095724,206536,2889188,22,GEN,NA,NA,,true,false,Male,,,,,
ZABED ISLAM,http://myneta.info/assam2006/candidate.php?candidate_id=52,Mankachar,INC,0,Graduate,857666,0,857666,21,GEN,NA,NA,,true,false,Male,,,,,
ZOII NATH SARMAH,http://myneta.info/assam2006/candidate.php?candidate_id=42,Sipajhar,AGP,0,Doctorate,9465781,0,9465781,66,GEN,NA,NA,,true,false,Male,,,,,